Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,MAX,Normalized 0,Normalized 1,Normalized 2,Normalized 3,Normalized 4,Normalized 5,Normalized 6,Normalized 7,Normalized 8,Normalized 9,Normalized 10,Normalized 11,Normalized 12,Normalized 13,Normalized 14,Normalized 15,Normalized 16,Normalized 17,Normalized 18,Normalized 19,Normalized 20,Normalized 21,Normalized 22,Normalized 23,Normalized 24,Normalized 25,Normalized 26,Normalized 27,Normalized 28,Normalized 29,Normalized 30,Normalized 31,Normalized 32,Normalized 33,Normalized 34,Normalized 35,Normalized 36,Normalized 37,Normalized 38,Normalized 39,Normalized 40,Normalized 41,Normalized 42,Normalized 43,Normalized 44,Normalized 45,Normalized 46,Normalized 47,Normalized 48,Normalized 49,Normalized 50,Normalized 51
"Shot Body Spray - Gold, Passion",1,2,4,4,2,2,3,0,6,2,3,2,5,1,2,6,7,4,3,3,6,7,2,11,6,3,4,1,2,5,5,3,2,2,2,4,4,2,0,2,2,3,4,1,5,3,4,1,2,1,3,5,0,11,0.09,0.18,0.36,0.36,0.18,0.18,0.27,0,0.55,0.18,0.27,0.18,0.45,0.09,0.18,0.55,0.64,0.36,0.27,0.27,0.55,0.64,0.18,1,0.55,0.27,0.36,0.09,0.18,0.45,0.45,0.27,0.18,0.18,0.18,0.36,0.36,0.18,0,0.18,0.18,0.27,0.36,0.09,0.45,0.27,0.36,0.09,0.18,0.09,0.27,0.45
Toilex With Roundy Cont.- Vf,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,2,0,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,1,0,0,1,1,0,0,2,2,0,0,1,0,0,0,2,0,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0.5,1,0,0,1,1,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0,1,0,1,0.5,0,0,0.5,0.5,0,0,1,1,0,0,0.5,0,0
"Toilet Roll - 4 Rolls, 3 ply",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,2,0,0,1,1,0,1,0,0,0,3,0,0,1,0,1,1,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0.33,0,0.67,0,0,0,0,0,0,0,0,0.33,0,0,0.33,0,0.67,0,0,0.33,0,0,0,0.67,0,0,0.33,0.33,0,0.33,0,0,0,1,0,0,0.33,0,0.33,0.33,0.33,0.33,0.67
Pumpkin Oil - Cold Pressed,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,1,1,1,0,0,0,2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,1,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,1,0,0.5,0.5,0.5,0.5,0,0
Darjeeling White Teabags - Reeti,1,1,0,1,1,0,0,0,1,1,0,1,3,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,3,0,1,1,1,2,1,0,1,3,2,1,0,3,0.33,0.33,0,0.33,0.33,0,0,0,0.33,0.33,0,0.33,1,0,0.33,0,0,0.33,0.33,0,0,0.33,0,0.33,0.33,0,0,0.33,0.33,0,0,0.33,0.33,0,0.33,0.33,0,0,0,0.33,1,0,0.33,0.33,0.33,0.67,0.33,0,0.33,1,0.67,0.33
Twin Bucket Spin Mop - Green - 2 Refills,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0.33,0,0.33,0,0,0,0.33,0,0,0,0,0,0,0,0.67,0,0,0.33,0,0,0,0,1,0,0.33,0,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.33,0
Expanding Folder,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mouthwash Liquid - Cool Mint With Mild Taste,1,5,4,7,2,5,1,6,0,1,4,3,2,3,5,7,3,3,3,5,5,1,6,2,4,5,0,2,0,6,2,1,3,1,3,2,3,3,4,2,5,4,6,5,3,1,0,4,6,4,2,7,0,7,0.14,0.71,0.57,1,0.29,0.71,0.14,0.86,0,0.14,0.57,0.43,0.29,0.43,0.71,1,0.43,0.43,0.43,0.71,0.71,0.14,0.86,0.29,0.57,0.71,0,0.29,0,0.86,0.29,0.14,0.43,0.14,0.43,0.29,0.43,0.43,0.57,0.29,0.71,0.57,0.86,0.71,0.43,0.14,0,0.57,0.86,0.57,0.29,1
Quick Chai Masala,2,2,5,2,2,8,6,3,2,4,2,4,6,4,0,6,2,3,3,3,1,2,4,3,1,4,0,3,3,3,1,3,4,5,5,2,1,1,1,3,2,3,3,3,4,3,3,2,3,5,9,4,0,9,0.22,0.22,0.56,0.22,0.22,0.89,0.67,0.33,0.22,0.44,0.22,0.44,0.67,0.44,0,0.67,0.22,0.33,0.33,0.33,0.11,0.22,0.44,0.33,0.11,0.44,0,0.33,0.33,0.33,0.11,0.33,0.44,0.56,0.56,0.22,0.11,0.11,0.11,0.33,0.22,0.33,0.33,0.33,0.44,0.33,0.33,0.22,0.33,0.56,1,0.44
Non Alcoholic Beverage - Mango Chilli Mojito Mixer,3,4,2,3,5,1,3,0,4,3,4,1,4,5,2,2,1,1,3,1,3,2,2,4,1,4,1,2,3,1,1,1,2,6,5,4,0,1,3,4,4,0,2,2,3,0,1,2,2,3,2,1,0,6,0.5,0.67,0.33,0.5,0.83,0.17,0.5,0,0.67,0.5,0.67,0.17,0.67,0.83,0.33,0.33,0.17,0.17,0.5,0.17,0.5,0.33,0.33,0.67,0.17,0.67,0.17,0.33,0.5,0.17,0.17,0.17,0.33,1,0.83,0.67,0,0.17,0.5,0.67,0.67,0,0.33,0.33,0.5,0,0.17,0.33,0.33,0.5,0.33,0.17
Intimate Lightening Serum,2,1,4,1,3,3,1,3,1,3,1,6,4,2,7,2,2,3,2,3,4,3,3,3,1,4,1,3,4,0,2,3,3,2,0,2,1,4,3,0,1,2,2,2,7,3,2,3,2,4,7,5,0,7,0.29,0.14,0.57,0.14,0.43,0.43,0.14,0.43,0.14,0.43,0.14,0.86,0.57,0.29,1,0.29,0.29,0.43,0.29,0.43,0.57,0.43,0.43,0.43,0.14,0.57,0.14,0.43,0.57,0,0.29,0.43,0.43,0.29,0,0.29,0.14,0.57,0.43,0,0.14,0.29,0.29,0.29,1,0.43,0.29,0.43,0.29,0.57,1,0.71
Olive Oil - Pomace,2,3,2,6,2,2,2,4,6,4,4,4,5,3,6,7,4,4,5,4,6,4,2,4,3,4,1,2,3,1,1,0,2,0,3,5,0,1,1,1,3,1,3,3,3,3,3,3,3,3,4,5,0,7,0.29,0.43,0.29,0.86,0.29,0.29,0.29,0.57,0.86,0.57,0.57,0.57,0.71,0.43,0.86,1,0.57,0.57,0.71,0.57,0.86,0.57,0.29,0.57,0.43,0.57,0.14,0.29,0.43,0.14,0.14,0,0.29,0,0.43,0.71,0,0.14,0.14,0.14,0.43,0.14,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.57,0.71
X-Tenso Care Straight Masque,1,0,1,1,2,0,1,0,2,2,2,1,1,1,1,2,0,2,0,2,0,2,2,2,3,4,1,4,0,1,0,0,0,0,1,1,1,1,0,3,1,3,4,2,1,2,1,0,1,4,1,1,0,4,0.25,0,0.25,0.25,0.5,0,0.25,0,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,0.75,1,0.25,1,0,0.25,0,0,0,0,0.25,0.25,0.25,0.25,0,0.75,0.25,0.75,1,0.5,0.25,0.5,0.25,0,0.25,1,0.25,0.25
Monosodium Glutamate,7,2,4,6,8,8,7,3,3,8,6,4,4,4,13,3,6,8,4,8,5,10,7,9,13,14,6,4,7,5,7,4,4,8,5,2,3,5,4,4,7,8,3,2,6,2,7,5,4,5,12,11,2,14,0.42,0,0.17,0.33,0.5,0.5,0.42,0.08,0.08,0.5,0.33,0.17,0.17,0.17,0.92,0.08,0.33,0.5,0.17,0.5,0.25,0.67,0.42,0.58,0.92,1,0.33,0.17,0.42,0.25,0.42,0.17,0.17,0.5,0.25,0,0.08,0.25,0.17,0.17,0.42,0.5,0.08,0,0.33,0,0.42,0.25,0.17,0.25,0.83,0.75
Pomace Olive Oil,4,4,2,5,2,3,2,3,0,5,4,1,3,7,5,6,3,5,2,6,3,3,1,8,6,5,2,2,2,9,4,1,3,4,2,1,4,3,2,3,3,5,8,2,1,3,4,3,4,2,5,5,0,9,0.44,0.44,0.22,0.56,0.22,0.33,0.22,0.33,0,0.56,0.44,0.11,0.33,0.78,0.56,0.67,0.33,0.56,0.22,0.67,0.33,0.33,0.11,0.89,0.67,0.56,0.22,0.22,0.22,1,0.44,0.11,0.33,0.44,0.22,0.11,0.44,0.33,0.22,0.33,0.33,0.56,0.89,0.22,0.11,0.33,0.44,0.33,0.44,0.22,0.56,0.56
"Puppy Dog Treat - Chicken & Liver Chunks, (Rs 25 Off ) Value Saver Pack",5,2,1,0,1,2,2,6,2,6,4,1,1,2,2,2,1,3,2,6,2,1,1,1,5,6,0,3,0,3,1,0,0,2,0,0,1,4,1,1,0,2,3,3,1,3,1,1,1,6,1,4,0,6,0.83,0.33,0.17,0,0.17,0.33,0.33,1,0.33,1,0.67,0.17,0.17,0.33,0.33,0.33,0.17,0.5,0.33,1,0.33,0.17,0.17,0.17,0.83,1,0,0.5,0,0.5,0.17,0,0,0.33,0,0,0.17,0.67,0.17,0.17,0,0.33,0.5,0.5,0.17,0.5,0.17,0.17,0.17,1,0.17,0.67
Masala - Vegetable,0,1,1,0,2,1,0,1,0,1,1,1,0,2,0,2,1,0,2,1,0,1,4,1,1,4,1,1,2,1,0,2,1,3,2,4,2,2,1,0,2,3,2,7,0,5,1,0,0,3,4,0,0,7,0,0.14,0.14,0,0.29,0.14,0,0.14,0,0.14,0.14,0.14,0,0.29,0,0.29,0.14,0,0.29,0.14,0,0.14,0.57,0.14,0.14,0.57,0.14,0.14,0.29,0.14,0,0.29,0.14,0.43,0.29,0.57,0.29,0.29,0.14,0,0.29,0.43,0.29,1,0,0.71,0.14,0,0,0.43,0.57,0
Cheese - Mozzarella & Cheddar,3,4,4,6,4,4,0,5,2,1,5,3,2,5,6,4,5,2,8,5,6,2,9,8,3,2,0,3,2,1,1,3,2,1,4,4,5,2,3,3,1,6,4,3,3,1,1,5,3,4,7,8,0,9,0.33,0.44,0.44,0.67,0.44,0.44,0,0.56,0.22,0.11,0.56,0.33,0.22,0.56,0.67,0.44,0.56,0.22,0.89,0.56,0.67,0.22,1,0.89,0.33,0.22,0,0.33,0.22,0.11,0.11,0.33,0.22,0.11,0.44,0.44,0.56,0.22,0.33,0.33,0.11,0.67,0.44,0.33,0.33,0.11,0.11,0.56,0.33,0.44,0.78,0.89
Baby Oil With Fruit Extracts,2,2,2,2,1,3,2,1,4,4,4,4,1,1,2,2,3,6,4,3,4,1,3,3,3,6,4,3,4,3,1,1,1,0,2,1,3,3,2,2,2,5,1,0,0,2,3,3,4,4,4,8,0,8,0.25,0.25,0.25,0.25,0.13,0.38,0.25,0.13,0.5,0.5,0.5,0.5,0.13,0.13,0.25,0.25,0.38,0.75,0.5,0.38,0.5,0.13,0.38,0.38,0.38,0.75,0.5,0.38,0.5,0.38,0.13,0.13,0.13,0,0.25,0.13,0.38,0.38,0.25,0.25,0.25,0.63,0.13,0,0,0.25,0.38,0.38,0.5,0.5,0.5,1
Soya Milk - Vanilla,2,0,0,1,0,0,0,1,1,1,3,0,0,2,2,1,0,2,1,1,0,3,0,0,3,1,0,1,4,0,0,0,0,1,2,1,1,1,2,2,1,1,1,0,3,0,6,1,2,1,1,6,0,6,0.33,0,0,0.17,0,0,0,0.17,0.17,0.17,0.5,0,0,0.33,0.33,0.17,0,0.33,0.17,0.17,0,0.5,0,0,0.5,0.17,0,0.17,0.67,0,0,0,0,0.17,0.33,0.17,0.17,0.17,0.33,0.33,0.17,0.17,0.17,0,0.5,0,1,0.17,0.33,0.17,0.17,1
Sunlite Spray,4,5,1,4,0,1,3,5,3,3,4,4,6,3,7,4,2,6,4,5,2,6,3,2,2,8,4,0,2,2,2,2,3,1,2,3,4,1,3,3,3,3,5,4,4,3,5,3,4,2,7,2,0,8,0.5,0.63,0.13,0.5,0,0.13,0.38,0.63,0.38,0.38,0.5,0.5,0.75,0.38,0.88,0.5,0.25,0.75,0.5,0.63,0.25,0.75,0.38,0.25,0.25,1,0.5,0,0.25,0.25,0.25,0.25,0.38,0.13,0.25,0.38,0.5,0.13,0.38,0.38,0.38,0.38,0.63,0.5,0.5,0.38,0.63,0.38,0.5,0.25,0.88,0.25
Max Fresh New Super Plastic Lunch Box/Tiffin Box - Blue,1,2,3,5,3,4,4,3,3,1,2,3,3,6,1,9,5,3,5,3,2,4,9,6,3,3,4,1,1,2,0,4,1,2,5,0,3,1,4,0,3,2,4,5,4,5,3,3,3,5,6,4,0,9,0.11,0.22,0.33,0.56,0.33,0.44,0.44,0.33,0.33,0.11,0.22,0.33,0.33,0.67,0.11,1,0.56,0.33,0.56,0.33,0.22,0.44,1,0.67,0.33,0.33,0.44,0.11,0.11,0.22,0,0.44,0.11,0.22,0.56,0,0.33,0.11,0.44,0,0.33,0.22,0.44,0.56,0.44,0.56,0.33,0.33,0.33,0.56,0.67,0.44
Fruit Yoghurt - Mango,1,2,3,3,1,5,1,4,3,4,1,5,2,2,1,0,2,4,10,5,3,4,3,4,3,2,1,2,3,3,2,2,3,0,0,1,0,1,0,2,4,1,3,1,4,2,6,5,3,7,1,3,0,10,0.1,0.2,0.3,0.3,0.1,0.5,0.1,0.4,0.3,0.4,0.1,0.5,0.2,0.2,0.1,0,0.2,0.4,1,0.5,0.3,0.4,0.3,0.4,0.3,0.2,0.1,0.2,0.3,0.3,0.2,0.2,0.3,0,0,0.1,0,0.1,0,0.2,0.4,0.1,0.3,0.1,0.4,0.2,0.6,0.5,0.3,0.7,0.1,0.3
Chipotle Pepper Sauce,2,3,5,4,3,3,7,3,3,4,5,4,9,7,5,11,5,9,10,6,4,10,8,7,6,12,3,4,1,2,1,5,5,6,6,2,6,7,4,7,5,1,6,6,7,2,10,5,3,7,12,7,1,12,0.09,0.18,0.36,0.27,0.18,0.18,0.55,0.18,0.18,0.27,0.36,0.27,0.73,0.55,0.36,0.91,0.36,0.73,0.82,0.45,0.27,0.82,0.64,0.55,0.45,1,0.18,0.27,0,0.09,0,0.36,0.36,0.45,0.45,0.09,0.45,0.55,0.27,0.55,0.36,0,0.45,0.45,0.55,0.09,0.82,0.36,0.18,0.55,1,0.55
Dairy Milk Black Forest - Imported,1,2,0,0,2,1,1,0,0,0,0,2,1,1,0,1,1,0,0,0,1,2,0,1,1,6,1,1,1,0,0,1,1,1,1,0,0,1,3,0,6,1,1,2,2,3,1,3,5,2,3,4,0,6,0.17,0.33,0,0,0.33,0.17,0.17,0,0,0,0,0.33,0.17,0.17,0,0.17,0.17,0,0,0,0.17,0.33,0,0.17,0.17,1,0.17,0.17,0.17,0,0,0.17,0.17,0.17,0.17,0,0,0.17,0.5,0,1,0.17,0.17,0.33,0.33,0.5,0.17,0.5,0.83,0.33,0.5,0.67
Organic Brown Sugar/Sakkare,10,6,6,15,10,14,10,9,12,12,11,13,19,11,16,16,14,14,14,21,11,11,17,18,16,25,8,8,9,2,6,7,10,9,9,5,8,16,15,13,7,8,12,14,12,12,12,13,14,16,19,21,2,25,0.35,0.17,0.17,0.57,0.35,0.52,0.35,0.3,0.43,0.43,0.39,0.48,0.74,0.39,0.61,0.61,0.52,0.52,0.52,0.83,0.39,0.39,0.65,0.7,0.61,1,0.26,0.26,0.3,0,0.17,0.22,0.35,0.3,0.3,0.13,0.26,0.61,0.57,0.48,0.22,0.26,0.43,0.52,0.43,0.43,0.43,0.48,0.52,0.61,0.74,0.83
Ready to Eat - Chicken Darbari,2,1,1,1,3,2,1,1,1,3,3,2,2,0,5,1,1,3,3,3,1,3,2,5,10,6,5,6,3,1,6,4,4,5,3,5,3,5,3,7,1,5,5,3,4,3,8,3,10,8,7,16,0,16,0.13,0.06,0.06,0.06,0.19,0.13,0.06,0.06,0.06,0.19,0.19,0.13,0.13,0,0.31,0.06,0.06,0.19,0.19,0.19,0.06,0.19,0.13,0.31,0.63,0.38,0.31,0.38,0.19,0.06,0.38,0.25,0.25,0.31,0.19,0.31,0.19,0.31,0.19,0.44,0.06,0.31,0.31,0.19,0.25,0.19,0.5,0.19,0.63,0.5,0.44,1
Nuts Hazelnuts regular,0,1,3,1,1,1,2,2,0,1,3,0,1,1,2,0,1,1,1,1,2,2,0,3,1,8,1,5,0,0,2,4,0,2,3,2,5,0,2,1,7,1,1,2,4,1,2,4,4,8,8,6,0,8,0,0.13,0.38,0.13,0.13,0.13,0.25,0.25,0,0.13,0.38,0,0.13,0.13,0.25,0,0.13,0.13,0.13,0.13,0.25,0.25,0,0.38,0.13,1,0.13,0.63,0,0,0.25,0.5,0,0.25,0.38,0.25,0.63,0,0.25,0.13,0.88,0.13,0.13,0.25,0.5,0.13,0.25,0.5,0.5,1,1,0.75
Roasted Sunflower Pumpkin & Flax Seeds,0,0,1,0,1,1,1,1,0,0,0,2,0,3,1,0,0,0,3,2,1,1,1,5,3,1,2,3,2,4,2,0,2,4,4,4,1,2,1,4,1,1,4,0,3,0,1,0,6,2,3,3,0,6,0,0,0.17,0,0.17,0.17,0.17,0.17,0,0,0,0.33,0,0.5,0.17,0,0,0,0.5,0.33,0.17,0.17,0.17,0.83,0.5,0.17,0.33,0.5,0.33,0.67,0.33,0,0.33,0.67,0.67,0.67,0.17,0.33,0.17,0.67,0.17,0.17,0.67,0,0.5,0,0.17,0,1,0.33,0.5,0.5
Organic Paneer,0,0,0,1,1,0,2,4,0,0,1,0,0,3,3,0,0,0,0,0,1,0,1,1,1,0,3,1,0,1,1,1,2,2,0,1,0,0,1,0,0,1,1,0,0,2,0,1,1,0,2,1,0,4,0,0,0,0.25,0.25,0,0.5,1,0,0,0.25,0,0,0.75,0.75,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0,0.75,0.25,0,0.25,0.25,0.25,0.5,0.5,0,0.25,0,0,0.25,0,0,0.25,0.25,0,0,0.5,0,0.25,0.25,0,0.5,0.25
"Multipurpose Plastic Basket - Laundry/Clothes, Blue, Oval",0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,2,1,2,1,0,0,1,0,0,0,1,1,1,1,3,1,1,0,1,0,0,3,0,0.33,0,0,0.33,0,0,0.33,0.33,0,0,0,0,0.33,0.33,0.33,0,0,0.33,0,0,0.33,0,0,0,0,0.33,0,0.33,0,0,0.33,0.67,0.33,0.67,0.33,0,0,0.33,0,0,0,0.33,0.33,0.33,0.33,1,0.33,0.33,0,0.33,0
"Man-In-Charge - Aqua Blue, Eau De Parfum",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0,0.5,0.5,0.5,0,0,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1
Ayurvedic Karela Powder,1,3,2,1,4,1,0,1,0,0,2,0,0,0,1,0,1,1,2,0,0,5,1,1,0,3,1,0,0,0,1,1,1,1,3,3,1,0,0,0,4,3,0,1,3,0,1,0,3,1,1,4,0,5,0.2,0.6,0.4,0.2,0.8,0.2,0,0.2,0,0,0.4,0,0,0,0.2,0,0.2,0.2,0.4,0,0,1,0.2,0.2,0,0.6,0.2,0,0,0,0.2,0.2,0.2,0.2,0.6,0.6,0.2,0,0,0,0.8,0.6,0,0.2,0.6,0,0.2,0,0.6,0.2,0.2,0.8
Sweetss - Badam halwa,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,2,0,0,2,1,0,1,2,1,0,1,2,0,1,0,5,1,0,2,1,0,0,0,1,0,0,0,1,0,0,5,1,1,2,0,5,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0.2,0,0,0,0.2,0,0.4,0,0,0.4,0.2,0,0.2,0.4,0.2,0,0.2,0.4,0,0.2,0,1,0.2,0,0.4,0.2,0,0,0,0.2,0,0,0,0.2,0,0,1,0.2,0.2,0.4
Pre Shave Foam - Classic Sensitive Skin,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
Tomato Ketchup,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,3,0,0,5,0,5,0.2,0.2,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0.2,0,0.2,0.6,0,0,1
Premium Flat Square Plastic Container Set - Blue,0,0,2,1,8,4,5,3,3,4,2,3,3,3,3,3,6,5,5,3,0,5,9,6,10,5,1,3,1,4,6,2,3,2,3,3,2,3,3,5,1,3,2,6,3,1,1,2,1,6,2,9,0,10,0,0,0.2,0.1,0.8,0.4,0.5,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.3,0.3,0.6,0.5,0.5,0.3,0,0.5,0.9,0.6,1,0.5,0.1,0.3,0.1,0.4,0.6,0.2,0.3,0.2,0.3,0.3,0.2,0.3,0.3,0.5,0.1,0.3,0.2,0.6,0.3,0.1,0.1,0.2,0.1,0.6,0.2,0.9
Lime Fresh 500 ml + Laundry San- Spring Blossom 480 ml,6,3,1,4,5,1,11,3,5,2,5,4,4,4,3,9,2,2,2,2,5,4,3,9,5,5,3,1,6,2,2,3,3,4,4,0,3,3,3,1,2,3,5,0,3,5,4,7,6,4,4,5,0,11,0.55,0.27,0.09,0.36,0.45,0.09,1,0.27,0.45,0.18,0.45,0.36,0.36,0.36,0.27,0.82,0.18,0.18,0.18,0.18,0.45,0.36,0.27,0.82,0.45,0.45,0.27,0.09,0.55,0.18,0.18,0.27,0.27,0.36,0.36,0,0.27,0.27,0.27,0.09,0.18,0.27,0.45,0,0.27,0.45,0.36,0.64,0.55,0.36,0.36,0.45
Touch 'N' Fresh - Wild Lavender,3,1,2,7,3,0,4,3,3,3,3,2,3,2,2,2,3,5,5,3,2,2,6,4,9,8,2,1,4,7,3,3,5,3,0,1,2,6,3,6,5,4,5,7,1,2,3,3,1,2,6,10,0,10,0.3,0.1,0.2,0.7,0.3,0,0.4,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.3,0.5,0.5,0.3,0.2,0.2,0.6,0.4,0.9,0.8,0.2,0.1,0.4,0.7,0.3,0.3,0.5,0.3,0,0.1,0.2,0.6,0.3,0.6,0.5,0.4,0.5,0.7,0.1,0.2,0.3,0.3,0.1,0.2,0.6,1
Crushed Chikki Peanut Bar,14,11,13,9,13,14,12,26,20,13,11,14,16,8,9,15,16,17,15,17,24,10,16,16,16,20,16,5,8,9,7,6,10,12,12,7,13,5,11,10,8,18,9,19,17,11,14,15,14,13,12,15,5,26,0.43,0.29,0.38,0.19,0.38,0.43,0.33,1,0.71,0.38,0.29,0.43,0.52,0.14,0.19,0.48,0.52,0.57,0.48,0.57,0.9,0.24,0.52,0.52,0.52,0.71,0.52,0,0.14,0.19,0.1,0.05,0.24,0.33,0.33,0.1,0.38,0,0.29,0.24,0.14,0.62,0.19,0.67,0.57,0.29,0.43,0.48,0.43,0.38,0.33,0.48
"Sausage - Chicken, Cocktail",18,26,12,17,23,15,18,19,33,31,21,32,21,17,29,20,20,23,20,27,20,30,29,33,43,31,9,17,16,17,14,15,13,8,13,25,16,29,17,17,19,19,24,26,21,25,25,24,29,23,34,30,8,43,0.29,0.51,0.11,0.26,0.43,0.2,0.29,0.31,0.71,0.66,0.37,0.69,0.37,0.26,0.6,0.34,0.34,0.43,0.34,0.54,0.34,0.63,0.6,0.71,1,0.66,0.03,0.26,0.23,0.26,0.17,0.2,0.14,0,0.14,0.49,0.23,0.6,0.26,0.26,0.31,0.31,0.46,0.51,0.37,0.49,0.49,0.46,0.6,0.43,0.74,0.63
Make Up Remover+Brightening Nigt Cream,4,4,2,3,4,6,5,8,4,3,4,7,6,5,4,9,9,5,6,6,6,5,9,6,6,14,6,5,1,7,5,6,6,3,4,2,2,3,4,6,5,9,5,1,7,5,7,2,7,5,9,12,1,14,0.23,0.23,0.08,0.15,0.23,0.38,0.31,0.54,0.23,0.15,0.23,0.46,0.38,0.31,0.23,0.62,0.62,0.31,0.38,0.38,0.38,0.31,0.62,0.38,0.38,1,0.38,0.31,0,0.46,0.31,0.38,0.38,0.15,0.23,0.08,0.08,0.15,0.23,0.38,0.31,0.62,0.31,0,0.46,0.31,0.46,0.08,0.46,0.31,0.62,0.85
Pore Shrinking Face Pack,17,16,19,20,19,19,29,35,15,27,24,24,34,29,24,29,24,29,22,22,37,32,25,27,50,33,14,11,13,24,16,17,15,17,18,20,19,26,16,24,17,20,26,35,29,22,22,30,29,31,34,39,11,50,0.15,0.13,0.21,0.23,0.21,0.21,0.46,0.62,0.1,0.41,0.33,0.33,0.59,0.46,0.33,0.46,0.33,0.46,0.28,0.28,0.67,0.54,0.36,0.41,1,0.56,0.08,0,0.05,0.33,0.13,0.15,0.1,0.15,0.18,0.23,0.21,0.38,0.13,0.33,0.15,0.23,0.38,0.62,0.46,0.28,0.28,0.49,0.46,0.51,0.59,0.72
Wafers - Vanilla & Hazelnut,6,6,3,2,6,2,3,5,5,6,4,1,7,6,5,6,2,7,10,8,8,6,5,6,8,8,5,4,4,5,6,4,2,3,1,2,2,6,3,7,6,4,5,1,6,6,2,5,6,7,7,4,1,10,0.56,0.56,0.22,0.11,0.56,0.11,0.22,0.44,0.44,0.56,0.33,0,0.67,0.56,0.44,0.56,0.11,0.67,1,0.78,0.78,0.56,0.44,0.56,0.78,0.78,0.44,0.33,0.33,0.44,0.56,0.33,0.11,0.22,0,0.11,0.11,0.56,0.22,0.67,0.56,0.33,0.44,0,0.56,0.56,0.11,0.44,0.56,0.67,0.67,0.33
